"dti","annual_inc","revol_util","delinq_2yrs","loan_amnt"
18.99,28000,44.1,0,7500
16.18,52000,71.1,0,10000
19.2,50000,13.8,0,7500
23.03,38000,35.1,1,7000
28.03,70000,49.6,1,25000
32.51,45000,4,0,5000
20.17,52000,39.3,0,20000
12.9,52000,40.8,0,10000
15.51,52000,43.8,0,12000
11.92,30000,43.2,0,9000
18.85,44650,65.2,0,6400
19.22,65000,17,0,12000
13.53,22000,9.3,0,15000
25.01,55000,64.2,0,11200
32.96,31200,30,0,7650
27.05,60195,63.2,0,16500
30.07,52000,36.6,0,15000
26.51,46000,44.1,1,9500
18.18,40000,29.1,0,19000
18.82,54000,30.8,0,2000
17.73,57000,34.8,0,12000
15.48,38000,25.8,0,7500
17.92,35000,45.6,0,10000
23.31,26000,35.1,0,10000
6,55000,22.4,1,30000
15.89,52500,52.9,0,20000
14.46,60000,83.7,1,10000
16.74,38000,24.3,1,9500
24,37500,10.4,0,2075
24.09,28000,17.2,0,11200
12.85,20000,40.5,0,6000
23.44,45000,29.8,0,20000
4.66,60000,56.2,2,5000
16.55,53000,34.8,0,9000
16.08,45000,74.8,0,14000
6.56,45000,0.1,0,30000
17.93,47000,57.2,1,5000
1.44,45000,13.6,2,8000
20.6,42000,46,0,27000
14,60000,91.4,0,10000
20.84,27000,11.1,1,1400
24.43,48000,61.4,0,6000
7.06,52000,4.7,0,23050
19.22,70000,58.4,0,17000
5.1,60000,6.3,0,7000
14.02,66000,6.1,0,14000
18.17,58000,2.2,0,6000
22.73,33000,8,0,10000
14.15,67000,59.6,0,12600
22.45,46000,41.3,0,6000
18.42,35000,81.2,0,23200
7.37,36000,40.9,0,8000
32.88,60000,65.6,0,24350
21.46,50000,31.6,0,20000
22.52,47700,46.4,0,7000
27.22,65000,8.1,0,30000
24.19,65000,86.8,0,30000
21.38,48000,51,0,5000
15.9,63000,22.1,0,7000
23.93,50000,23.5,2,5100
24.62,35000,65.1,0,4000
21.18,57000,100.7,0,19750
1.83,23000,0.3,0,3000
0.6,62000,30.4,0,30000
3.79,45000,8.8,0,18000
20.79,57500,10.2,0,6000
13.96,65000,48.6,1,5750
22.72,46800,15.4,0,15000
21.99,56000,13.5,0,23000
19.77,19000,59.3,0,10000
27.8,56000,62.8,0,23000
10.75,65000,67.4,0,15000
13.23,45000,52.2,0,1500
15.24,37000,75.3,0,15900
17.43,54000,89.4,0,15000
22.99,70000,38.3,0,24000
10.99,40000,47.9,0,15000
28.02,55000,35.6,0,4800
4.31,56000,24,0,30000
28.27,41600,70.4,0,3500
0.99,45000,17.3,0,5000
28.14,51000,80.6,0,21000
29.34,40000,60.6,0,13000
14,30000,58.1,0,19375
27.19,64800,54.1,0,20000
20.93,55000,29,0,9800
19.47,44000,46.9,0,2650
12.47,57741,3.5,0,1600
7.77,40000,46.6,0,10000
23.88,56600,29.9,0,13000
15.84,61000,41.3,0,20000
27.02,60000,79.6,0,6500
2.62,60000,12.7,0,37775
19.24,70000,36.1,0,12000
11.16,50000,65.4,0,5000
17.8,35000,50.8,0,7000
17.44,30000,29.4,0,22000
23.9,60000,59.6,0,14000
12.52,55000,73.7,0,5000
22.67,35000,34.8,0,26825
17.15,45000,27.8,0,10000
14.75,55000,9.5,0,25000
13.98,62000,86.1,1,10000
3.31,50000,13.4,2,13200
28.94,42000,0,0,22325
29.18,26000,13.3,0,10000
13.94,70000,21.5,0,15000
19.28,65000,51.5,0,16000
13.31,65000,46.2,2,15000
25.9,60000,51.1,0,20000
14.24,34800,16.8,0,10000
14.89,20000,31.4,0,5000
16.18,60000,80.6,0,10000
19.47,27500,30.6,0,15000
16.23,48000,16.5,0,10450
7.31,55000,22.8,0,10000
12.62,54000,40.1,0,6300
23.95,45000,8.5,0,14400
7.09,52000,65.7,0,9000
10.84,30000,13.5,0,3500
13.66,70000,52.2,1,14950
27.74,54000,41.5,0,20000
31.15,62000,62.3,0,17000
10.44,57000,21.8,0,14400
22.05,63192,47.5,0,23500
10.23,23000,60.5,0,6000
23.12,60000,34.5,0,20000
18.14,62000,23.9,0,12000
31.04,38000,6.2,0,40000
18.21,35000,54.8,0,7500
22.85,25000,44.8,0,8000
1.41,45000,6.6,0,4950
24.74,31000,35.4,0,6000
30.75,67000,81.3,0,12000
11.02,54250,34,0,12000
14.46,44000,72.4,0,5500
29.83,56000,66,0,19500
22.95,40000,27.9,0,10000
10.18,60000,2.6,0,15000
6.87,65000,23.8,0,4000
21.2,27900,45.7,0,11500
20.6,31000,76.6,0,2700
21.3,60000,72.3,0,11200
25.97,52355,71.2,0,5500
13.86,40000,26,0,3500
15.59,64500,3.6,0,5000
14.55,25000,17.7,0,5000
25.3,38000,47.1,0,15000
4.8,65000,40.6,0,30000
3.84,30000,49.6,0,7500
15.28,60000,20.7,0,10000
25.69,35000,45.7,0,12000
19.04,45000,43.6,0,19000
3.6,40000,25,0,20725
31.9,50000,41.1,0,8000
2.3,44400,49.5,0,2750
30.54,40000,63,0,9000
19.99,32000,47.4,0,10000
30.56,35000,1.1,0,6000
20.88,65000,45.9,0,30000
17.08,39000,95.4,0,12000
3.5,35000,43.2,1,5000
7.03,48000,25.5,0,30000
8.47,48035,17.3,0,2000
32.87,66000,64.6,0,4800
26.09,53000,41,0,14500
13.57,21750,44,1,8000
12.06,21000,13.2,0,7400
13.06,50000,19.9,0,16500
17.8,55000,59.8,0,21000
18.75,58000,14.9,0,3800
15.5,60000,43.1,0,3000
10.99,65000,12.3,0,8000
13.97,28000,16.1,2,6000
25.02,57000,48,0,20000
4.08,70000,22.5,0,10000
16.39,70000,40.3,0,15500
23.88,40000,18.4,1,4500
6.82,41000,81.7,0,15600
8.59,51000,69.2,1,16000
11.32,39000,26.5,0,1200
14.22,60000,26.7,0,5000
17.81,55852,27.9,1,15525
3.86,55000,49.9,0,18000
24.36,54000,42.8,8,12000
15.14,68000,15.1,0,12000
8.32,66000,50,0,28000
29.33,41000,57.1,0,15000
17.45,11565,85.9,0,5500
30.78,66000,16.5,0,17000
0.88,57000,4.4,0,40000
23.74,42000,43,0,7200
10.2,38000,89.2,0,10000
24.65,67000,51.2,0,20000
26.06,42000,36.4,0,15000
16.99,65000,17,0,11000
24.9,55000,45,1,10000
16.39,23000,9.7,0,2000
29.03,36600,16.7,0,3000
16.45,51000,47.7,0,9000
24.06,57000,81.4,0,11000
10.66,42000,42.4,0,15500
19.74,38000,6.9,0,5000
16.74,67000,67,0,1000
16.51,45000,46,0,10800
20.66,46420,56.1,0,12000
2.35,50000,3,0,4200
10.45,61000,15.5,0,5000
24.09,53000,20.6,0,7500
12.27,48800,54.8,0,20000
31.71,30000,34.8,0,10000
25.63,23000,42.5,0,5000
23.87,62000,0.3,1,14000
7.12,45000,75.3,0,5000
23.08,35000,36.4,0,7000
21.97,62000,19.8,0,8000
28.92,70000,34.4,0,20000
25.07,65000,26.1,0,25000
0.28,70000,0.6,0,10000
14.19,24000,55.4,1,16200
27.73,58000,22.8,0,16000
19.7,43000,56,0,2900
8.96,28000,60,0,8000
20.95,63000,37.1,0,20000
15.83,60869,30.3,0,30000
23.41,65000,67.3,0,30000
2.82,36999,50.5,0,22000
0.73,44465,0.7,0,6000
12.04,59400,60.5,0,10000
16.5,60000,30,1,29000
20.88,70000,13.8,0,11000
5.45,21120,30.4,0,6500
11.66,46000,6.2,3,6000
30.37,46000,71.9,2,20000
25.99,52000,29.4,0,10000
21.89,21000,32.1,0,10000
29.02,65000,73.8,0,10000
32.14,40000,18.3,0,3000
16.38,40000,16.2,0,2400
22.56,70000,60.5,1,12800
18.1,60000,48.3,0,12000
28.92,50000,61.6,0,7000
20.28,52000,90.3,0,8000
15.86,70000,31.1,0,17000
7.44,55000,12,1,10000
22.93,38000,4.4,0,3000
8.86,55000,96.4,3,1200
11.88,52520,17.1,0,15000
6.77,50000,12,0,15000
19.89,42000,85,0,20000
20.24,50000,59.2,0,5400
14.94,40000,35.6,0,2500
15.9,56000,71.8,0,10000
20.88,65000,48.3,0,15000
12.33,55000,46.5,0,21000
12.05,50000,17,0,5000
9.4,60000,26.1,0,20000
22.89,51000,25.8,0,12000
1,30000,0.2,0,4000
28.75,70000,30.2,0,30000
20.83,65000,41.2,0,25000
26.38,47000,20.9,0,8800
7.38,45000,28.9,0,7000
26.19,69875,29.1,0,22000
4.15,65000,43.6,0,32000
14.42,51000,13.6,0,11200
7.07,45000,41.1,0,5000
6.05,51000,0,1,24000
3.12,63000,29,0,35000
27.83,32000,36.9,1,4000
17.03,68000,47.5,0,4000
22.12,30000,1.2,0,12000
8.38,50000,42.3,0,20000
9.51,63000,22.2,0,5500
22,42840,49.4,1,11000
18.69,35000,29.7,0,10000
27.28,60000,12.9,1,10850
11.4,52000,33.6,0,15000
18.62,64000,13.5,0,6000
29.91,50000,7.2,0,13000
26.87,36000,46.2,0,13000
17.48,30000,55.8,0,10000
29.02,60000,54.5,0,30000
7.9,36000,53.6,0,12000
29.6,62400,55.8,2,20000
28.05,61000,41.3,0,9000
24.55,55000,51.5,0,14000
18.48,38700,10.7,0,10000
2.55,33000,20,0,11500
11.2,24000,21.4,0,9000
20.86,65000,62.6,0,15000
12.11,56000,51.6,0,16000
6.81,55000,63.5,0,10000
13,61000,57.5,0,1000
29.45,55464,1.4,0,20000
25.72,48000,31.4,0,31000
18.84,53500,29.4,0,6000
6.76,65000,27.9,0,15000
21.2,50000,16.3,0,10000
13.77,70000,64.6,2,12000
32.03,67500,9.7,0,15000
17.31,43200,54.3,0,10000
27.88,43000,45.9,0,18000
14.38,32000,69.1,1,15000
18.82,60000,4.1,0,4500
6.94,65000,79.1,0,10000
18.9,36000,31,0,25000
11.37,42000,74.5,0,7500
24.63,46000,44.5,0,14000
6.73,29940,37.1,0,15000
25.37,65000,41.2,2,6000
11.57,57000,50,0,20000
8.6,18000,44.1,0,5000
6.82,47000,24.3,0,2500
15.58,60000,25.1,0,10000
25.52,68000,27.1,0,40000
31.8,58000,47.9,0,13000
19.61,65000,21.9,0,12000
6.26,34900,61.7,0,5500
11.19,65000,4.2,0,28000
15.54,56000,21.5,0,9750
23.12,65000,74.1,1,3600
4.09,13188,4.8,2,1500
26.23,55000,40.9,0,14000
22.4,18000,32.4,0,6475
15.05,63000,21.3,0,10000
10.68,48000,38.3,0,21000
20.51,67000,95.9,0,10000
11.69,27000,40,0,20000
14.3,70000,49.2,1,4225
17.12,45000,10.9,0,10000
13.55,48000,21.6,0,25000
17.05,67000,26,0,10000
8.67,22000,15,0,4000
24.12,50000,79.7,2,10000
13.42,45600,68.4,0,20000
11.4,70000,79,0,20500
25.9,38000,53.1,0,13000
23.85,63000,49.8,0,7500
22.69,31107,53.8,0,22000
22.76,60000,21.6,0,12000
7.87,45000,55.4,2,10000
13.48,55000,42.3,0,20000
32.64,55000,38.3,0,14000
10.2,60000,17,1,4000
7.92,30000,46.9,0,5500
17.5,60000,59,2,6000
16.02,49960,71,0,4800
11.47,18000,21.2,0,11200
24.72,50000,9.8,0,6500
16.43,48000,54.2,0,22000
2.66,70000,26.8,0,20000
9.99,65000,38.1,0,24000
10.8,53000,16.4,2,20000
10.36,60000,22.4,0,7300
5.06,23000,28.2,0,20000
13.68,30000,43.9,0,6000
22.64,45000,47.3,0,8600
29.06,60000,84.6,0,6000
9.26,66000,35.9,1,10000
9.44,66500,11,0,10400
21.18,60000,31.8,2,10000
19.14,40000,41.5,0,15000
13.47,65765,2.5,0,5000
7.89,18552,30.4,0,15000
4.21,45000,22.1,0,21000
32,33000,22.1,0,26400
31.9,62000,16,0,12000
11.22,40000,38.9,0,20000
14.63,36000,26.5,0,3000
16.75,49300,28.4,0,7500
29.09,55000,21.5,0,20000
16.8,64000,42.5,1,15000
23.39,65000,82.4,0,27000
18.82,62000,20.6,0,11000
19.07,26000,52.6,1,16000
3.46,26000,1.5,2,11200
23.3,44000,17.3,0,5000
27.69,40000,42.6,0,7000
5.79,60500,4.7,0,40000
4.16,30000,16.9,0,1000
11.21,70000,51.4,0,20000
27.75,50000,29,0,20000
20.57,64000,85.6,2,15500
10.32,60000,2.3,0,10000
21.57,42000,16.3,1,16000
19.28,65600,31.1,0,9000
7.87,35523,59.8,0,6000
17.61,40000,37.1,0,13000
9.69,42000,33.7,1,5500
8,42000,29,0,3500
7.27,55000,23.9,0,1600
22.25,65000,46.5,0,12000
7.65,45000,48.7,0,15000
12.04,32000,22.5,0,15000
23.84,61000,73.3,0,20000
21.31,48500,54.5,0,19500
8.45,55680,63.7,0,30000
30.57,40000,32.9,1,5000
28.35,21840,33.9,0,1500
13.61,15706.01,17.5,0,30000
3.88,55000,71.1,1,5000
29.04,26000,39.5,0,5400
14.54,52000,21.4,1,15000
19.14,64400,52.3,0,2000
2.75,47600,13.4,0,12000
27.18,46000,27.9,1,4500
12.97,10000,63.4,0,8450
13.28,45000,40.9,0,10000
18.14,35000,82.3,0,7000
10.88,46000,6.5,0,6000
11.98,66000,82.3,0,32800
18.78,31000,43.8,0,5000
30.3,53674,33.9,0,30000
20.51,45000,34.3,0,7500
28.04,60000,20.1,0,5000
15.06,55000,33.4,0,7500
30.89,46272,72.7,0,20000
13.18,53000,58.4,0,5000
8.05,26400,67.6,0,6100
16.03,25000,75.3,0,6000
13.06,60000,26.8,0,5500
17.83,55000,29.1,0,8000
11.62,25000,42.3,0,6000
19.38,60000,53.2,0,20000
20,48000,14.6,1,5000
21.16,27000,11.7,0,10000
13.8,50000,38.7,0,4000
11.66,46000,12.9,0,17000
32.17,68000,79.4,0,10000
11.91,50000,72,0,30000
6.44,60000,49,0,10000
15.4,55000,61.7,0,16000
13.3,37440,38.5,0,15000
16.95,52000,17.9,1,5600
16.56,62310,43.6,2,8000
9.22,60000,21.4,1,20000
3.56,55000,87.4,0,4000
31.51,55000,65.9,1,8000
18.62,70000,57.7,0,18000
19.68,65000,48.3,0,23000
21.32,60000,39.8,0,19200
26.3,60000,42.9,0,14500
24.2,25000,84,0,6000
6.38,48000,0.3,0,10000
25.74,27276,97.9,0,2500
20.33,50000,72.4,0,10000
13.53,35850,48.8,0,5000
24.51,38000,83.2,0,14000
23.95,20000,49.9,0,6000
20.09,65000,39.2,1,12000
17.35,57500,41.9,0,11000
6.12,52000,13.2,0,12000
1.9,55000,11,1,8400
2.01,65000,27.9,0,4600
13.45,34080,25.2,0,10500
26.45,70000,86.3,1,30000
15.49,45000,63.4,0,10000
20.8,21000,27.6,0,12000
20,53000,33,0,12000
17.04,65000,57.6,0,21000
22.87,32112,50.7,0,10000
17.87,56000,26.2,0,10000
28.91,35000,39.2,1,13000
11.42,68000,38.1,0,20000
12.6,12000,34.7,0,5000
21.15,40000,36.2,0,24000
21.35,57000,61.3,0,21000
4.46,60000,41.9,0,24000
20.99,42996,23.9,0,6025
11.1,28000,42.9,0,6250
23.84,44000,17.2,0,15000
23.58,48000,39.6,0,11000
15.81,60000,49,0,2000
19.16,57200,46.4,0,10325
23.1,65000,59,0,20000
14.75,48000,33.9,0,25000
12.71,47500,57.4,0,4600
3.83,56000,25,0,10000
20.29,20000,10.7,0,6000
8.75,41039,57,0,10000
27.34,41000,35,0,18000
24.04,54000,6.3,0,10000
5.3,47988,16,0,15000
22.66,25000,49.2,0,24000
26.35,48000,58.5,0,7200
11.7,52000,17,0,35000
7.99,65000,23.1,1,38500
21.28,34000,14.9,1,5000
24.69,38500,76.2,0,20500
5.41,24414,5,0,1200
10.38,37000,65.8,0,6300
15.06,70000,26.8,1,10000
21.88,13000,44.2,0,6500
17.48,57200,77.9,0,19200
7.54,70000,95.3,0,17000
21.66,65000,32,0,23000
10.69,62000,31,0,7000
10.69,35600,62.9,0,3600
20.86,50000,49.8,0,10000
28.88,49000,64.2,0,10000
17.97,45000,79.8,0,7500
26.93,50000,32.5,0,13600
13.27,56000,57.9,0,25000
23.95,45000,31.3,0,20000
10.91,55000,60.1,0,10000
21.18,60000,44.4,0,15000
20.77,45000,45.3,0,12000
4.3,58000,40.7,0,3000
28.1,53000,69.9,0,40000
7.79,45000,42.1,0,20000
14.77,65000,53.6,0,16000
27.37,52000,96.7,3,14400
24.66,40000,19.2,0,4000
0.15,60000,0,0,15000
17.05,41600,66.3,0,9000
16.14,60000,41.3,0,15000
25.2,54000,69.9,0,21800
8.71,55000,9.5,0,9000
24.72,58500,40.4,0,11000
17.21,70000,15.7,1,8000
18.8,33600,11.8,0,10000
25.1,35000,33.8,0,5200
26.6,25000,45.1,0,4950
19.72,49600,56.2,0,20000
10.54,56000,53,0,15000
19.33,36000,19.9,1,30000
30.33,54000,4.2,1,10000
29.13,40000,23.8,0,1800
17.08,60000,26.7,0,32000
26.91,49500,39.5,0,8000
23.83,56000,44.5,0,21000
7.4,60000,5,0,40000
13.38,62000,7,2,9000
25.44,70000,32.5,0,15000
11.49,47000,41.2,0,10000
14.83,65000,23,0,10500
1.23,35000,4.3,0,16000
20.85,56000,26.8,0,10000
21.73,48000,42.5,1,12000
9.54,20000,16.5,0,13500
25.45,33000,32.6,0,40000
19.86,40000,42.8,0,16000
4.4,60000,34.8,0,5000
20.98,58000,35.9,0,15000
7.43,48000,26.5,0,10000
22.56,49500,35.5,0,24000
18.93,26000,49.2,0,4200
12.47,48000,19.9,2,3900
19.37,49000,61,0,15000
8.45,25000,36.4,0,5400
25.35,33000,39.9,0,18000
29.98,63000,37.1,0,14500
11.45,37000,40.1,0,12000
2.62,70000,20.6,0,15000
29.41,58195,41.6,0,7200
6.71,70000,33.7,1,10000
29.53,54000,83.1,0,10000
22.25,52000,10.1,0,12000
6.8,30000,29.2,0,20000
5.83,65000,5.8,0,10000
20.32,40000,97.1,1,5000
17.51,54000,47.3,1,20000
30.13,55000,27.3,0,20000
3.65,60000,15.3,0,5000
16.87,36000,0.9,0,1000
27.73,38000,34.6,0,16000
18.37,65000,34.6,0,25000
15.74,70000,64.4,1,12000
22.74,24744,78.4,0,25000
25.39,30000,99.9,0,1000
21.08,25000,8.5,0,20000
17.98,46000,47.8,0,10000
8.78,60000,31.8,0,12000
16.15,70000,17.3,0,17000
7.36,45000,3.9,1,1500
26.36,30000,3.1,0,2000
17.14,57000,68.6,0,10000
23.79,57000,74.4,0,25000
20.9,44500,93.1,0,7500
27.14,34000,25.4,0,6000
17.89,65000,29.6,0,16000
30.84,42240,65.7,0,3025
14.12,43000,20.4,0,20000
25.52,60000,30.7,0,15000
7.56,35412,17.4,0,10000
19.87,65000,69.5,0,3000
26.45,56812,93,0,10000
26.82,32000,45.8,0,16000
14.89,52000,26,0,8000
17.75,30900,18.5,0,3600
10.25,41000,38.3,0,8000
12.2,60000,30.5,0,15000
12.25,44000,47.7,0,5000
12.21,45000,21.4,1,2500
23.68,48000,41.9,1,13000
15.27,40000,32.1,0,15000
11.26,70000,26.1,0,5000
21.62,67000,94.6,0,20000
17.79,50000,22.1,0,5000
23.83,42000,30.4,0,16000
11.12,52000,53.7,0,20000
31.9,50000,49.7,0,28000
10.7,46762.08,25.1,0,10000
21.65,52000,52.2,0,25000
29.86,38500,73.5,0,17500
16.03,48000,19.8,0,5000
18.2,68000,14.3,0,19000
13.07,35000,2.1,0,2800
30.13,37000,26.7,0,10000
1.4,21365,7,0,6500
10.49,50000,38.9,0,25000
25.54,62365.9,26.1,0,10000
7.95,53000,27.4,0,6000
30.68,28944,40,0,4800
24.33,55000,34.3,0,10000
26.16,30000,83.5,0,5000
17.51,42000,16.3,0,4000
9.87,36000,16,1,13500
5.89,52000,21.5,0,36000
15.87,50000,54.8,2,13000
0.74,26000,1,0,4800
14.3,60000,63.4,0,25000
28.25,70000,70.3,0,7200
10.62,47000,73,0,17000
20.96,69500,13,0,3000
13.04,37000,24.3,0,7000
0.87,34600,6.6,0,12050
21.26,38500,63.4,1,14000
12.62,35376,34,1,11375
31.64,60000,13.7,0,30000
11.9,70000,1.1,2,1500
19.81,55000,4,0,20000
9.85,34000,6.6,0,4000
19.77,55000,35.3,0,4800
12.42,40000,27.8,0,10000
23.65,65000,1,0,35000
19.7,60000,69.7,0,20000
14.63,64000,93.5,0,2400
23.13,55000,19.9,0,5000
9.6,52000,71.6,0,12500
27.95,65000,15.1,0,7000
16.27,50000,30.9,0,18925
5.09,50200,54.6,0,7000
17.62,55000,75.5,0,22000
5.19,68000,47.2,1,5600
8.04,16128,27.8,0,4000
19.01,70000,100.3,2,3000
14.13,27000,14.4,0,8400
25.22,59000,13.3,0,20000
24.85,62000,35.6,0,20000
17.47,52000,2.8,0,8500
13.14,55000,41.8,0,6000
19.55,45000,52.8,0,16000
16.6,66000,59.4,0,13800
8.6,36000,33.5,1,10000
2.91,42000,27.1,0,1000
17.71,41000,76.9,0,22000
16.36,68000,33.9,0,12600
21.76,34000,65.7,0,10000
18.37,45000,37.3,0,7825
14.67,50000,94.5,0,7700
13.45,67000,57.1,2,2500
14.16,45000,15.6,0,10000
17.28,70000,24.7,0,10000
17.17,65000,90.9,0,10500
15.23,65000,74.5,1,20000
20.57,70000,38.5,0,11000
12.73,46000,35.9,0,2000
12.71,56000,80.8,0,18000
4.56,70000,34,0,7000
19.7,56000,31.7,0,3200
13.65,67000,33.5,0,24000
24.51,40000,45.4,0,9500
17.1,32640,53.7,0,12550
12.45,40000,6.9,0,12000
12.55,30888,39.6,0,10000
14.02,70000,72.6,0,16000
20.17,47000,10.5,1,2000
25.66,55000,40.7,0,14500
8.94,31000,80.2,0,14000
14.89,32000,9.8,0,2500
13.1,60000,46.3,1,16000
26.08,52000,56.5,0,16000
13.64,65000,70.2,1,8000
9.1,55000,32.5,0,10000
15.29,67000,29.9,0,20000
21.65,70000,67.3,0,17000
19.08,50000,47,0,7000
7.58,60000,47.1,0,6500
8.31,67000,101.7,0,6000
5,47500,9.7,0,13000
26.04,62000,82.7,0,40000
8.16,57000,10.3,0,15000
27.79,65000,71,0,12800
26.32,70000,25.1,0,20000
11.69,65000,83.2,0,22000
25.1,60000,86.4,0,5300
12.24,45000,32.9,0,6000
24.02,60000,29.9,0,18000
15.75,40000,56.6,0,6000
25.45,44000,39.5,0,14000
15.91,31600,57.3,0,7150
14.12,60000,56.7,0,24000
32.21,70000,75.4,0,30000
22.48,22000,46,0,5000
30.84,46000,77.5,1,16000
25.27,35000,38,0,10800
21.89,50000,51.7,0,10000
24.42,57000,56.3,0,36000
27.12,46500,43.7,0,12000
21.33,50000,15.9,0,25000
16.29,70000,75,0,3000
7.39,32000,22.4,0,6000
1.9,32920,6.4,0,13500
20.05,55000,9.9,0,6000
6.07,50000,52.9,0,10000
17.71,41600,42.4,2,5000
7.71,40000,57.6,1,4100
0,42000,0,0,3000
29.26,37000,11,0,10000
11.74,55000,35.2,0,12000
20.65,68000,84.5,11,5000
19.69,20000,16.6,0,7000
14.33,18000,10.5,3,1000
30.09,43000,64.8,0,15000
19.12,30000,50,0,10700
8.51,67000,7.2,0,16000
17.27,48000,20.2,1,7000
12.25,64480,17.2,0,3000
19.48,34000,46.5,0,11000
6.45,45000,5.9,0,12000
15.89,50000,53.7,0,12000
16.69,55000,51.1,0,11000
17.08,70000,98.4,0,17575
20.02,60000,41.6,0,17000
12.26,9500,11.5,0,1000
27.18,46000,11.9,0,7000
23.61,31052,10.9,2,20000
27.21,34000,55.9,0,10000
30.29,59000,33.6,0,13500
21.7,70000,18,0,40000
21.04,22880,55.7,0,3500
14.83,70000,58.1,0,12000
17.12,60000,60.8,0,25000
31.89,33000,60,0,7000
23.27,24500,0.1,0,5000
23.53,36000,12.9,0,30000
20.91,40000,40.9,0,8500
10.82,55000,102.6,0,1600
14.92,35000,22.2,0,2500
21.9,50000,42.5,0,7000
1.8,48000,4,0,1000
10.1,60000,8.7,0,25000
11.77,42000,53.7,0,15000
19.92,30000,20.3,0,10000
18,30000,23.6,0,6000
8.93,39520,3.5,0,4000
8.51,65000,14.2,0,10000
2.93,50000,10.3,0,40000
30.25,35000,15.2,0,18000
22.01,59000,94.4,0,5000
13.73,68000,35.9,1,3750
19.78,50000,27.7,2,27000
19.81,70000,39.2,0,26600
18.33,51987,47.4,0,28700
21.72,40000,39.5,0,15000
5.15,58000,35.6,1,6000
29.07,45000,11.9,0,5000
31.55,65000,25.3,0,16000
27.94,60000,32.6,0,4300
10.3,36000,8.4,0,35325
12.15,25000,9.8,0,3775
23.62,70000,18.6,0,25000
22.33,66000,61.7,1,21000
15.97,46000,39.4,0,10000
0,35000,0,0,30000
21.25,59000,15.6,0,29000
12.51,50000,17.1,0,10000
6.72,55000,21.9,0,7000
19.7,66000,17.4,0,24800
26.96,67000,62.4,0,20000
20.85,47480,17,0,11500
22.45,65000,7.6,0,40000
29.97,43000,35.7,0,10000
3.64,45500,40.7,0,5650
25.28,65000,91,0,9600
14.38,53000,5.8,0,20000
19.67,18000,21.8,0,10000
2.89,39000,12.2,0,10000
28.88,35000,25.6,0,6500
24.39,34000,22.2,0,14000
32.82,32000,21.5,0,2000
10.82,61000,20,1,14000
18.84,60000,24.6,0,10000
17.44,60000,52,0,15000
21.92,57000,35.1,0,10000
23.67,46350,37.7,0,3100
31.11,22300,12.9,0,6000
32.32,30000,47.6,0,13800
27.14,34000,10.9,0,6500
16.95,33000,75.5,0,7500
17.69,42000,51.4,0,10000
20.68,52000,12.7,0,12000
11.18,70000,18.9,0,18000
13.88,30000,39.3,0,9350
15.72,50000,58.1,0,3000
10.05,43000,66.9,0,1600
28.15,48000,14.9,0,13600
11.56,60000,44,0,8000
27.75,17000,49.6,0,1200
15.76,70000,73.2,0,23000
18.58,40816,60.9,0,4200
29.57,70000,52.6,0,3500
31.11,53000,47.2,0,16800
2.43,45000,8.1,0,20500
13.38,60000,10.8,0,7200
28.31,41000,37.3,0,18000
16.74,50250,40.7,0,9600
13.15,47000,64.3,0,15000
13.68,70000,46.8,0,32000
15.87,53000,52,0,20000
21.63,53000,15.2,0,30000
16.85,49000,35.3,0,5000
28.22,54000,32.1,0,6000
21.96,26236,7.5,0,19000
23.16,40000,51.2,0,10000
21.63,40000,18.8,0,10000
10.47,55000,5.3,0,8000
19.9,42704,14.1,0,7000
25.85,48000,22.4,0,6000
4.8,65000,14.2,0,16000
17.6,18048,37.8,0,10000
20.14,65000,48.8,0,19200
14.95,35000,12,0,5000
7.57,30765,75.8,0,6500
25.15,70000,15.8,0,10500
12.25,57600,80.7,0,10000
5.86,70000,75.8,0,15500
30.72,45000,53.5,0,20000
28.2,62000,25,0,20000
7.41,16200,33.2,0,5000
16.97,63000,70,0,7700
21.67,36000,58.7,2,3000
9.36,25000,67.6,0,3000
14.51,55500,13.5,0,4000
22.18,60000,10.7,0,24000
11.91,39000,64.4,0,15000
3.35,33280,86,0,4050
29.28,65000,36.3,0,14200
32.47,70000,32.9,0,15000
18.93,45000,36.5,0,10000
12.32,52000,77,0,16000
1.54,60000,47.9,0,10000
17.68,60000,55.6,0,7000
25.72,61358,78.3,0,15000
24.03,45000,10.3,0,8000
16.78,52000,54.2,0,17000
15.79,58000,51.7,0,10500
5.67,55000,44.7,0,8000
19.07,28000,6.5,0,1500
17.73,48000,57.5,0,10000
7.78,34992,30.5,0,9000
22.36,35000,56.2,0,10000
8.59,50000,54.1,0,10000
16.75,25000,78.2,0,5000
22.15,70000,15.5,0,17000
20.65,66000,87.6,0,20000
23.85,50368.6,76.2,0,24000
16.4,65000,21.4,1,10000
20.05,44000,30.3,0,18000
13.22,40000,56.8,0,20000
26.32,70000,25,0,30000
9.05,70000,31.4,0,9800
10.92,30000,42,0,8000
22.96,60000,11.3,0,8400
11.7,45000,76.9,0,9900
29.86,60000,36.1,0,27000
11.12,63000,41.6,0,10000
32.33,55000,28.5,0,11000
16.17,70000,23.7,0,16000
21.33,40000,25.2,0,12000
23.47,34000,52.4,0,10500
17.85,70000,21.8,0,5500
18.12,70000,35.7,0,15000
22.39,56000,29.1,0,24000
18.83,55000,68.7,0,6000
